CODGEO,LIBGEO,LIBEPCI,DEP,REG
2082,Beugneux,CC du Canton d'Oulchy-le-Château,2,32
2083,Beuvardes,CA de la Région de Château-Thierry,2,32
2084,Bézu-le-Guéry,CC du Canton de Charly-sur-Marne,2,32
2085,Bézu-Saint-Germain,CA de la Région de Château-Thierry,2,32
2086,Bichancourt,CA Chauny-Tergnier-La Fère,2,32
2087,Bieuxy,CC Retz-en-Valois,2,32
2088,Bièvres,CA du Pays de Laon,2,32
2089,Billy-sur-Aisne,CA GrandSoissons Agglomération,2,32
2090,Billy-sur-Ourcq,CC du Canton d'Oulchy-le-Château,2,32
2091,Blanzy-lès-Fismes,CC du Val de l'Aisne,2,32
2093,Blérancourt,CC Picardie des Châteaux,2,32
2094,Blesmes,CA de la Région de Château-Thierry,2,32
2095,Bohain-en-Vermandois,CC du Pays du Vermandois,2,32
2096,Bois-lès-Pargny,CC du Pays de la Serre,2,32
2097,Boncourt,CC de la Champagne Picarde,2,32
2098,Bonneil,CA de la Région de Château-Thierry,2,32
2099,Bonnesvalyn,CA de la Région de Château-Thierry,2,32
2100,Bony,CC du Pays du Vermandois,2,32
2101,Bosmont-sur-Serre,CC du Pays de la Serre,2,32
2102,Bouconville-Vauclair,CC du Chemin des Dames,2,32
2103,Boué,CC de la Thiérache du Centre,2,32
2104,Bouffignereux,CC de la Champagne Picarde,2,32
2105,Bouresches,CA de la Région de Château-Thierry,2,32
2106,Bourg-et-Comin,CC du Chemin des Dames,2,32
2107,Bourguignon-sous-Coucy,CC Picardie des Châteaux,2,32
2108,Bourguignon-sous-Montbavin,CC Picardie des Châteaux,2,32
2109,La Bouteille,CC de la Thiérache du Centre,2,32
2110,Braine,CC du Val de l'Aisne,2,32
2111,Brancourt-en-Laonnois,CC Picardie des Châteaux,2,32
2112,Brancourt-le-Grand,CC du Pays du Vermandois,2,32
2114,Brasles,CA de la Région de Château-Thierry,2,32
2115,Braye-en-Laonnois,CC du Chemin des Dames,2,32
2116,Braye-en-Thiérache,CC de la Thiérache du Centre,2,32
2117,Bray-Saint-Christophe,CA du Saint-Quentinois,2,32
2118,Braye,CC du Val de l'Aisne,2,32
2119,Brécy,CA de la Région de Château-Thierry,2,32
2120,Brenelle,CC du Val de l'Aisne,2,32
2121,Breny,CC du Canton d'Oulchy-le-Château,2,32
2122,Brie,CA Chauny-Tergnier-La Fère,2,32
2123,Brissay-Choigny,CC du Val de l'Oise,2,32
2124,Brissy-Hamégicourt,CC du Val de l'Oise,2,32
2125,Brumetz,CA de la Région de Château-Thierry,2,32
2126,Brunehamel,CC des Portes de la Thiérache,2,32
2127,Bruyères-sur-Fère,CA de la Région de Château-Thierry,2,32
2128,Bruyères-et-Montbérault,CA du Pays de Laon,2,32
2129,Bruys,CC du Val de l'Aisne,2,32
2130,Bucilly,CC des Trois Rivières,2,32
2131,Bucy-le-Long,CC du Val de l'Aisne,2,32
2132,Bucy-lès-Cerny,CA du Pays de Laon,2,32
2133,Bucy-lès-Pierrepont,CC de la Champagne Picarde,2,32
2134,Buire,CC des Trois Rivières,2,32
2135,Buironfosse,CC de la Thiérache du Centre,2,32
2136,Burelles,CC de la Thiérache du Centre,2,32
2137,Bussiares,CA de la Région de Château-Thierry,2,32
2138,Buzancy,CC du Canton d'Oulchy-le-Château,2,32
2139,Caillouël-Crépigny,CA Chauny-Tergnier-La Fère,2,32
2140,Camelin,CC Picardie des Châteaux,2,32
2141,La Capelle,CC de la Thiérache du Centre,2,32
2142,Castres,CA du Saint-Quentinois,2,32
2143,Le Catelet,CC du Pays du Vermandois,2,32
2144,Caulaincourt,CC du Pays du Vermandois,2,32
2145,Caumont,CA Chauny-Tergnier-La Fère,2,32
2146,Celles-lès-Condé,CA de la Région de Château-Thierry,2,32
2148,Celles-sur-Aisne,CC du Val de l'Aisne,2,32
2149,Cerizy,CC du Val de l'Oise,2,32
2150,Cerny-en-Laonnois,CA du Pays de Laon,2,32
2151,Cerny-lès-Bucy,CA du Pays de Laon,2,32
2152,Cerseuil,CC du Val de l'Aisne,2,32
2153,Cessières-Suzy,CA du Pays de Laon,2,32
2154,Chacrise,CC du Canton d'Oulchy-le-Château,2,32
2155,Chaillevois,CC Picardie des Châteaux,2,32
2156,Chalandry,CC du Pays de la Serre,2,32
2157,Chambry,CA du Pays de Laon,2,32
2158,Chamouille,CA du Pays de Laon,2,32
2159,Champs,CC Picardie des Châteaux,2,32
2160,Chaourse,CC des Portes de la Thiérache,2,32
2162,La Chapelle-sur-Chézy,CC du Canton de Charly-sur-Marne,2,32
2163,Charly-sur-Marne,CC du Canton de Charly-sur-Marne,2,32
2164,Le Charmel,CA de la Région de Château-Thierry,2,32
2165,Charmes,CA Chauny-Tergnier-La Fère,2,32
2166,Chartèves,CA de la Région de Château-Thierry,2,32
2167,Chassemy,CC du Val de l'Aisne,2,32
2168,Château-Thierry,CA de la Région de Château-Thierry,2,32
2169,Châtillon-lès-Sons,CC du Pays de la Serre,2,32
2170,Châtillon-sur-Oise,CC du Val de l'Oise,2,32
2171,Chaudardes,CC de la Champagne Picarde,2,32
2172,Chaudun,CC du Canton d'Oulchy-le-Château,2,32
2173,Chauny,CA Chauny-Tergnier-La Fère,2,32
2174,Chavignon,CC du Val de l'Aisne,2,32
2175,Chavigny,CA GrandSoissons Agglomération,2,32
2176,Chavonne,CC du Val de l'Aisne,2,32
2177,Chérêt,CA du Pays de Laon,2,32
2178,Chermizy-Ailles,CC du Chemin des Dames,2,32
2179,Chéry-Chartreuve,CC du Val de l'Aisne,2,32
2180,Chéry-lès-Pouilly,CC du Pays de la Serre,2,32
2181,Chéry-lès-Rozoy,CC des Portes de la Thiérache,2,32
2182,Chevennes,CC de la Thiérache du Centre,2,32
2183,Chevregny,CC du Chemin des Dames,2,32
2184,Chevresis-Monceau,CC du Val de l'Oise,2,32
2185,Chézy-en-Orxois,CA de la Région de Château-Thierry,2,32
2186,Chézy-sur-Marne,CC du Canton de Charly-sur-Marne,2,32
2187,Chierry,CA de la Région de Château-Thierry,2,32
2188,Chigny,CC Thiérache Sambre et Oise,2,32
2189,Chivres-en-Laonnois,CC de la Champagne Picarde,2,32
2190,Chivres-Val,CC du Val de l'Aisne,2,32
2191,Chivy-lès-Étouvelles,CA du Pays de Laon,2,32
2192,Chouy,CC Retz-en-Valois,2,32
2193,Cierges,CA de la Région de Château-Thierry,2,32
2194,Cilly,CC du Pays de la Serre,2,32
2195,Ciry-Salsogne,CC du Val de l'Aisne,2,32
2196,Clacy-et-Thierret,CA du Pays de Laon,2,32
2197,Clairfontaine,CC de la Thiérache du Centre,2,32
2198,Clamecy,CC du Val de l'Aisne,2,32
2199,Clastres,CA du Saint-Quentinois,2,32
2200,Clermont-les-Fermes,CC des Portes de la Thiérache,2,32
2201,Cœuvres-et-Valsery,CC Retz-en-Valois,2,32
2203,Coincy,CA de la Région de Château-Thierry,2,32
2204,Coingt,CC des Trois Rivières,2,32
2205,Colligis-Crandelain,CA du Pays de Laon,2,32
2206,Colonfay,CC de la Thiérache du Centre,2,32
2207,Commenchon,CA Chauny-Tergnier-La Fère,2,32
2208,Concevreux,CC de la Champagne Picarde,2,32
2209,Condé-en-Brie,CA de la Région de Château-Thierry,2,32
2210,Condé-sur-Aisne,CC du Val de l'Aisne,2,32
2211,Condé-sur-Suippe,CC de la Champagne Picarde,2,32
2212,Condren,CA Chauny-Tergnier-La Fère,2,32
2213,Connigis,CA de la Région de Château-Thierry,2,32
2214,Contescourt,CA du Saint-Quentinois,2,32
2215,Corbeny,CC du Chemin des Dames,2,32
2216,Corcy,CC Retz-en-Valois,2,32
2217,Coucy-le-Château-Auffrique,CC Picardie des Châteaux,2,32
2218,Coucy-lès-Eppes,CC de la Champagne Picarde,2,32
2219,Coucy-la-Ville,CC Picardie des Châteaux,2,32
2220,Coulonges-Cohan,CA de la Région de Château-Thierry,2,32
2221,Coupru,CC du Canton de Charly-sur-Marne,2,32
2222,Courbes,CA Chauny-Tergnier-La Fère,2,32
2223,Courboin,CA de la Région de Château-Thierry,2,32
2224,Courcelles-sur-Vesle,CC du Val de l'Aisne,2,32
2225,Courchamps,CA de la Région de Château-Thierry,2,32
2226,Courmelles,CA GrandSoissons Agglomération,2,32
2227,Courmont,CA de la Région de Château-Thierry,2,32
2228,Courtemont-Varennes,CA de la Région de Château-Thierry,2,32
2229,Courtrizy-et-Fussigny,CC de la Champagne Picarde,2,32
2230,Couvrelles,CC du Val de l'Aisne,2,32
2231,Couvron-et-Aumencourt,CC du Pays de la Serre,2,32
2232,Coyolles,CC Retz-en-Valois,2,32
2233,Cramaille,CC du Canton d'Oulchy-le-Château,2,32
2234,Craonne,CC du Chemin des Dames,2,32
2235,Craonnelle,CC du Chemin des Dames,2,32
2236,Crécy-au-Mont,CC Picardie des Châteaux,2,32
2237,Crécy-sur-Serre,CC du Pays de la Serre,2,32
2238,Crépy,CA du Pays de Laon,2,32
2239,Crézancy,CA de la Région de Château-Thierry,2,32
2240,Croix-Fonsomme,CC du Pays du Vermandois,2,32
2241,La Croix-sur-Ourcq,CA de la Région de Château-Thierry,2,32
2242,Crouttes-sur-Marne,CC du Canton de Charly-sur-Marne,2,32
2243,Crouy,CA GrandSoissons Agglomération,2,32
2244,Crupilly,CC Thiérache Sambre et Oise,2,32
2245,Cuffies,CA GrandSoissons Agglomération,2,32
2246,Cugny,CA du Saint-Quentinois,2,32
2248,Cuirieux,CC du Pays de la Serre,2,32
2249,Cuiry-Housse,CC du Canton d'Oulchy-le-Château,2,32
2250,Cuiry-lès-Chaudardes,CC du Chemin des Dames,2,32
2251,Cuiry-lès-Iviers,CC des Portes de la Thiérache,2,32
2252,Cuissy-et-Geny,CC du Chemin des Dames,2,32
2253,Cuisy-en-Almont,CA GrandSoissons Agglomération,2,32
2254,Cutry,CC Retz-en-Valois,2,32
2255,Cys-la-Commune,CC du Val de l'Aisne,2,32
2256,Dagny-Lambercy,CC des Portes de la Thiérache,2,32
2257,Dallon,CA du Saint-Quentinois,2,32
2258,Dammard,CC Retz-en-Valois,2,32
2259,Dampleux,CC Retz-en-Valois,2,32
2260,Danizy,CA Chauny-Tergnier-La Fère,2,32
2261,Dercy,CC du Pays de la Serre,2,32
2262,Deuillet,CA Chauny-Tergnier-La Fère,2,32
2263,Dhuizel,CC du Val de l'Aisne,2,32
2264,Dizy-le-Gros,CC des Portes de la Thiérache,2,32
2265,Dohis,CC des Portes de la Thiérache,2,32
2266,Dolignon,CC des Portes de la Thiérache,2,32
2267,Dommiers,CC Retz-en-Valois,2,32
2268,Domptin,CC du Canton de Charly-sur-Marne,2,32
2269,Dorengt,CC de la Thiérache du Centre,2,32
2270,Douchy,CC du Pays du Vermandois,2,32
2271,Dravegny,CA de la Région de Château-Thierry,2,32
2272,Droizy,CC du Canton d'Oulchy-le-Château,2,32
2273,Dury,CA du Saint-Quentinois,2,32
2274,Ébouleau,CC de la Champagne Picarde,2,32
2275,Effry,CC des Trois Rivières,2,32
2276,Englancourt,CC de la Thiérache du Centre,2,32
2277,Épagny,CC Retz-en-Valois,2,32
2278,Éparcy,CC des Trois Rivières,2,32
2279,Épaux-Bézu,CA de la Région de Château-Thierry,2,32
2280,Épieds,CA de la Région de Château-Thierry,2,32
2281,L'Épine-aux-Bois,CC du Canton de Charly-sur-Marne,2,32
2282,Eppes,CA du Pays de Laon,2,32
2283,Erlon,CC du Pays de la Serre,2,32
2284,Erloy,CC de la Thiérache du Centre,2,32
2286,Esquéhéries,CC de la Thiérache du Centre,2,32
2287,Essigny-le-Grand,CC du Val de l'Oise,2,32
2288,Essigny-le-Petit,CA du Saint-Quentinois,2,32
2289,Essises,CC du Canton de Charly-sur-Marne,2,32
2290,Essômes-sur-Marne,CA de la Région de Château-Thierry,2,32
2291,Estrées,CC du Pays du Vermandois,2,32
2292,Étampes-sur-Marne,CA de la Région de Château-Thierry,2,32
2293,Étaves-et-Bocquiaux,CC du Pays du Vermandois,2,32
2294,Étouvelles,CA du Pays de Laon,2,32
2295,Étréaupont,CC de la Thiérache du Centre,2,32
2296,Étreillers,CC du Pays du Vermandois,2,32
2297,Étrépilly,CA de la Région de Château-Thierry,2,32
2298,Étreux,CC Thiérache Sambre et Oise,2,32
2299,Évergnicourt,CC de la Champagne Picarde,2,32
2302,Faverolles,CC Retz-en-Valois,2,32
2303,Fayet,CA du Saint-Quentinois,2,32
2304,La Fère,CA Chauny-Tergnier-La Fère,2,32
2305,Fère-en-Tardenois,CA de la Région de Château-Thierry,2,32
2306,La Ferté-Chevresis,CC du Val de l'Oise,2,32
2307,La Ferté-Milon,CC Retz-en-Valois,2,32
2308,Fesmy-le-Sart,CC de la Thiérache du Centre,2,32
2309,Festieux,CA du Pays de Laon,2,32
2310,Fieulaine,CA du Saint-Quentinois,2,32
2311,Filain,CC du Val de l'Aisne,2,32
2312,La Flamengrie,CC de la Thiérache du Centre,2,32
2313,Flavigny-le-Grand-et-Beaurain,CC Thiérache Sambre et Oise,2,32
2315,Flavy-le-Martel,CA du Saint-Quentinois,2,32
2316,Fleury,CC Retz-en-Valois,2,32
2317,Fluquières,CC du Pays du Vermandois,2,32
2318,Folembray,CC Picardie des Châteaux,2,32
2319,Fonsomme,CA du Saint-Quentinois,2,32
2320,Fontaine-lès-Clercs,CA du Saint-Quentinois,2,32
2321,Fontaine-lès-Vervins,CC de la Thiérache du Centre,2,32
2322,Fontaine-Notre-Dame,CA du Saint-Quentinois,2,32
2323,Fontaine-Uterte,CC du Pays du Vermandois,2,32
2324,Fontenelle,CC de la Thiérache du Centre,2,32
2326,Fontenoy,CC Retz-en-Valois,2,32
2327,Foreste,CC du Pays du Vermandois,2,32
2328,Fossoy,CA de la Région de Château-Thierry,2,32
2329,Fourdrain,CA Chauny-Tergnier-La Fère,2,32
2330,Francilly-Selency,CC du Pays du Vermandois,2,32
2331,Franqueville,CC de la Thiérache du Centre,2,32
2332,Fresnes-en-Tardenois,CA de la Région de Château-Thierry,2,32
2333,Fresnes-sous-Coucy,CC Picardie des Châteaux,2,32
2334,Fresnoy-le-Grand,CC du Pays du Vermandois,2,32
2335,Fressancourt,CA Chauny-Tergnier-La Fère,2,32
2336,Frières-Faillouël,CA Chauny-Tergnier-La Fère,2,32
2337,Froidestrées,CC de la Thiérache du Centre,2,32
2338,Froidmont-Cohartille,CC du Pays de la Serre,2,32
2339,Gandelu,CA de la Région de Château-Thierry,2,32
2340,Gauchy,CA du Saint-Quentinois,2,32
2341,Gercy,CC de la Thiérache du Centre,2,32
2342,Gergny,CC de la Thiérache du Centre,2,32
2343,Germaine,CC du Pays du Vermandois,2,32
2345,Gibercourt,CC du Val de l'Oise,2,32
2346,Gizy,CC de la Champagne Picarde,2,32
2347,Gland,CA de la Région de Château-Thierry,2,32
2349,Goudelancourt-lès-Berrieux,CC du Chemin des Dames,2,32
2350,Goudelancourt-lès-Pierrepont,CC de la Champagne Picarde,2,32
2351,Goussancourt,CA de la Région de Château-Thierry,2,32
2352,Gouy,CC du Pays du Vermandois,2,32
2353,Grandlup-et-Fay,CC du Pays de la Serre,2,32
2354,Grandrieux,CC des Portes de la Thiérache,2,32
2355,Gricourt,CC du Pays du Vermandois,2,32
2356,Grisolles,CA de la Région de Château-Thierry,2,32
2357,Gronard,CC de la Thiérache du Centre,2,32
2358,Grougis,CC Thiérache Sambre et Oise,2,32
2359,Grugies,CA du Saint-Quentinois,2,32
2360,Villeneuve-sur-Aisne,CC de la Champagne Picarde,2,32
2361,Guise,CC Thiérache Sambre et Oise,2,32
2362,Guivry,CA Chauny-Tergnier-La Fère,2,32
2363,Guny,CC Picardie des Châteaux,2,32
2364,Guyencourt,CC de la Champagne Picarde,2,32
2366,Hannapes,CC Thiérache Sambre et Oise,2,32
2367,Happencourt,CA du Saint-Quentinois,2,32
2368,Haramont,CC Retz-en-Valois,2,32
2369,Harcigny,CC de la Thiérache du Centre,2,32
2370,Hargicourt,CC du Pays du Vermandois,2,32
2371,Harly,CA du Saint-Quentinois,2,32
2372,Hartennes-et-Taux,CC du Canton d'Oulchy-le-Château,2,32
2373,Hary,CC de la Thiérache du Centre,2,32
2374,Lehaucourt,CC du Pays du Vermandois,2,32
2375,Hautevesnes,CA de la Région de Château-Thierry,2,32
2376,Hauteville,CC Thiérache Sambre et Oise,2,32
2377,Haution,CC de la Thiérache du Centre,2,32
2378,La Hérie,CC des Trois Rivières,2,32
2379,Le Hérie-la-Viéville,CC de la Thiérache du Centre,2,32
2380,Hinacourt,CC du Val de l'Oise,2,32
2381,Hirson,CC des Trois Rivières,2,32
2382,Holnon,CC du Pays du Vermandois,2,32
2383,Homblières,CA du Saint-Quentinois,2,32
2384,Houry,CC de la Thiérache du Centre,2,32
2385,Housset,CC de la Thiérache du Centre,2,32
2386,Iron,CC Thiérache Sambre et Oise,2,32
2387,Itancourt,CC du Val de l'Oise,2,32
2388,Iviers,CC des Trois Rivières,2,32
2389,Jaulgonne,CA de la Région de Château-Thierry,2,32
2390,Jeancourt,CC du Pays du Vermandois,2,32
2391,Jeantes,CC des Trois Rivières,2,32
2392,Joncourt,CC du Pays du Vermandois,2,32
2393,Jouaignes,CC du Val de l'Aisne,2,32
2395,Jumencourt,CC Picardie des Châteaux,2,32
2396,Jumigny,CC du Chemin des Dames,2,32
2397,Jussy,CA du Saint-Quentinois,2,32
2398,Juvigny,CA GrandSoissons Agglomération,2,32
2399,Juvincourt-et-Damary,CC de la Champagne Picarde,2,32
2400,Laffaux,CC du Val de l'Aisne,2,32
2401,Laigny,CC de la Thiérache du Centre,2,32
2402,Lanchy,CC du Pays du Vermandois,2,32
2403,Landifay-et-Bertaignemont,CC de la Thiérache du Centre,2,32
2404,Landouzy-la-Cour,CC de la Thiérache du Centre,2,32
2405,Landouzy-la-Ville,CC des Trois Rivières,2,32
2406,Landricourt,CC Picardie des Châteaux,2,32
2407,Laniscourt,CA du Pays de Laon,2,32
2408,Laon,CA du Pays de Laon,2,32
2409,Lappion,CC de la Champagne Picarde,2,32
2410,Largny-sur-Automne,CC Retz-en-Valois,2,32
2411,Latilly,CA de la Région de Château-Thierry,2,32
2412,Launoy,CC du Canton d'Oulchy-le-Château,2,32
2413,Laval-en-Laonnois,CA du Pays de Laon,2,32
2414,Lavaqueresse,CC Thiérache Sambre et Oise,2,32
2415,Laversine,CC Retz-en-Valois,2,32
2416,Lemé,CC de la Thiérache du Centre,2,32
2417,Lempire,CC du Pays du Vermandois,2,32
2418,Lerzy,CC de la Thiérache du Centre,2,32
2419,Leschelle,CC de la Thiérache du Centre,2,32
2420,Lesdins,CA du Saint-Quentinois,2,32
2421,Lesges,CC du Val de l'Aisne,2,32
2422,Lesquielles-Saint-Germain,CC Thiérache Sambre et Oise,2,32
2423,Leuilly-sous-Coucy,CC Picardie des Châteaux,2,32
2424,Leury,CA GrandSoissons Agglomération,2,32
2425,Leuze,CC des Trois Rivières,2,32
2426,Levergies,CC du Pays du Vermandois,2,32
2427,Lhuys,CC du Val de l'Aisne,2,32
2428,Licy-Clignon,CA de la Région de Château-Thierry,2,32
2429,Lierval,CA du Pays de Laon,2,32
2430,Liesse-Notre-Dame,CC de la Champagne Picarde,2,32
2431,Liez,CA Chauny-Tergnier-La Fère,2,32
2432,Limé,CC du Val de l'Aisne,2,32
2433,Lislet,CC des Portes de la Thiérache,2,32
2435,Logny-lès-Aubenton,CC des Trois Rivières,2,32
2438,Longpont,CC Retz-en-Valois,2,32
2439,Les Septvallons,CC du Val de l'Aisne,2,32
2440,Lor,CC de la Champagne Picarde,2,32
2441,Louâtre,CC Retz-en-Valois,2,32
2442,Loupeigne,CA de la Région de Château-Thierry,2,32
2443,Lucy-le-Bocage,CC du Canton de Charly-sur-Marne,2,32
2444,Lugny,CC de la Thiérache du Centre,2,32
2445,Luzoir,CC de la Thiérache du Centre,2,32
2446,Ly-Fontaine,CC du Val de l'Oise,2,32
2447,Maast-et-Violaine,CC du Canton d'Oulchy-le-Château,2,32
2448,Mâchecourt,CC de la Champagne Picarde,2,32
2449,Macogny,CC Retz-en-Valois,2,32
2450,Macquigny,CC Thiérache Sambre et Oise,2,32
2451,Magny-la-Fosse,CC du Pays du Vermandois,2,32
2452,Maissemy,CC du Pays du Vermandois,2,32
2453,Maizy,CC de la Champagne Picarde,2,32
2454,La Malmaison,CC de la Champagne Picarde,2,32
2455,Malzy,CC Thiérache Sambre et Oise,2,32
2456,Manicamp,CA Chauny-Tergnier-La Fère,2,32
2457,Marchais,CC de la Champagne Picarde,2,32
2458,Dhuys et Morin-en-Brie,CA de la Région de Château-Thierry,2,32
2459,Marcy,CA du Saint-Quentinois,2,32
2460,Marcy-sous-Marle,CC du Pays de la Serre,2,32
2461,Marest-Dampcourt,CA Chauny-Tergnier-La Fère,2,32
2462,Mareuil-en-Dôle,CA de la Région de Château-Thierry,2,32
2463,Marfontaine,CC de la Thiérache du Centre,2,32
2464,Margival,CC du Val de l'Aisne,2,32
2465,Marigny-en-Orxois,CC du Canton de Charly-sur-Marne,2,32
2466,Marizy-Sainte-Geneviève,CC Retz-en-Valois,2,32
2467,Marizy-Saint-Mard,CC Retz-en-Valois,2,32
2468,Marle,CC du Pays de la Serre,2,32
2469,Marly-Gomont,CC Thiérache Sambre et Oise,2,32
2470,Martigny,CC des Trois Rivières,2,32
2471,Martigny-Courpierre,CA du Pays de Laon,2,32
2472,Mauregny-en-Haye,CC de la Champagne Picarde,2,32
2473,Mayot,CA Chauny-Tergnier-La Fère,2,32
2474,Mennessis,CA Chauny-Tergnier-La Fère,2,32
2476,Mennevret,CC Thiérache Sambre et Oise,2,32
2477,Mercin-et-Vaux,CA GrandSoissons Agglomération,2,32
2478,Merlieux-et-Fouquerolles,CC Picardie des Châteaux,2,32
2480,Mesbrecourt-Richecourt,CC du Pays de la Serre,2,32
2481,Mesnil-Saint-Laurent,CA du Saint-Quentinois,2,32
2482,Meurival,CC de la Champagne Picarde,2,32
2483,Mézières-sur-Oise,CC du Val de l'Oise,2,32
2484,Mézy-Moulins,CA de la Région de Château-Thierry,2,32
2485,Missy-aux-Bois,CA GrandSoissons Agglomération,2,32
2486,Missy-lès-Pierrepont,CC de la Champagne Picarde,2,32
2487,Missy-sur-Aisne,CC du Val de l'Aisne,2,32
2488,Molain,CC Thiérache Sambre et Oise,2,32
2489,Molinchart,CA du Pays de Laon,2,32
2490,Monampteuil,CC du Val de l'Aisne,2,32
2491,Monceau-le-Neuf-et-Faucouzy,CC de la Thiérache du Centre,2,32
2492,Monceau-lès-Leups,CA Chauny-Tergnier-La Fère,2,32
2493,Monceau-le-Waast,CC du Pays de la Serre,2,32
2494,Monceau-sur-Oise,CC Thiérache Sambre et Oise,2,32
2495,Mondrepuis,CC des Trois Rivières,2,32
2496,Monnes,CC Retz-en-Valois,2,32
2497,Mons-en-Laonnois,CA du Pays de Laon,2,32
2498,Montaigu,CC de la Champagne Picarde,2,32
2499,Montbavin,CC Picardie des Châteaux,2,32
2500,Montbrehain,CC du Pays du Vermandois,2,32
2501,Montchâlons,CA du Pays de Laon,2,32
2502,Montcornet,CC des Portes de la Thiérache,2,32
2503,Mont-d'Origny,CC du Val de l'Oise,2,32
2504,Montescourt-Lizerolles,CA du Saint-Quentinois,2,32
2505,Montfaucon,CC du Canton de Charly-sur-Marne,2,32
2506,Montgobert,CC Retz-en-Valois,2,32
2507,Montgru-Saint-Hilaire,CC du Canton d'Oulchy-le-Château,2,32
2508,Monthenault,CA du Pays de Laon,2,32
2509,Monthiers,CA de la Région de Château-Thierry,2,32
2510,Monthurel,CA de la Région de Château-Thierry,2,32
2511,Montigny-en-Arrouaise,CC du Pays du Vermandois,2,32
2512,Montigny-l'Allier,CA de la Région de Château-Thierry,2,32
2513,Montigny-le-Franc,CC du Pays de la Serre,2,32
2514,Montigny-Lengrain,CC Retz-en-Valois,2,32
2515,Montigny-lès-Condé,CA de la Région de Château-Thierry,2,32
2516,Montigny-sous-Marle,CC du Pays de la Serre,2,32
2517,Montigny-sur-Crécy,CC du Pays de la Serre,2,32
2518,Montlevon,CA de la Région de Château-Thierry,2,32
2519,Montloué,CC des Portes de la Thiérache,2,32
2520,Mont-Notre-Dame,CC du Val de l'Aisne,2,32
2521,Montreuil-aux-Lions,CC du Canton de Charly-sur-Marne,2,32
2522,Mont-Saint-Jean,CC des Trois Rivières,2,32
2523,Mont-Saint-Martin,CC du Val de l'Aisne,2,32
2524,Mont-Saint-Père,CA de la Région de Château-Thierry,2,32
2525,Morcourt,CA du Saint-Quentinois,2,32
2526,Morgny-en-Thiérache,CC des Portes de la Thiérache,2,32
2527,Morsain,CC Retz-en-Valois,2,32
2528,Mortefontaine,CC Retz-en-Valois,2,32
2529,Mortiers,CC du Pays de la Serre,2,32
2530,Moulins,CC du Chemin des Dames,2,32
2531,Moussy-Verneuil,CC du Chemin des Dames,2,32
2532,Moÿ-de-l'Aisne,CC du Val de l'Oise,2,32
2533,Muret-et-Crouttes,CC du Canton d'Oulchy-le-Château,2,32
2534,Muscourt,CC de la Champagne Picarde,2,32
2535,Nampcelles-la-Cour,CC de la Thiérache du Centre,2,32
2536,Nampteuil-sous-Muret,CC du Canton d'Oulchy-le-Château,2,32
2537,Nanteuil-la-Fosse,CC du Val de l'Aisne,2,32
2538,Nanteuil-Notre-Dame,CA de la Région de Château-Thierry,2,32
2539,Nauroy,CC du Pays du Vermandois,2,32
2540,Nesles-la-Montagne,CA de la Région de Château-Thierry,2,32
2541,Neufchâtel-sur-Aisne,CC de la Champagne Picarde,2,32
2542,Neuflieux,CA Chauny-Tergnier-La Fère,2,32
2543,Neuilly-Saint-Front,CA de la Région de Château-Thierry,2,32
2544,Neuve-Maison,CC des Trois Rivières,2,32
2545,La Neuville-Bosmont,CC du Pays de la Serre,2,32
2546,La Neuville-en-Beine,CA Chauny-Tergnier-La Fère,2,32
2547,La Neuville-Housset,CC de la Thiérache du Centre,2,32
2548,La Neuville-lès-Dorengt,CC de la Thiérache du Centre,2,32
2549,Neuville-Saint-Amand,CA du Saint-Quentinois,2,32
2550,Neuville-sur-Ailette,CC du Chemin des Dames,2,32
2551,Neuville-sur-Margival,CC du Val de l'Aisne,2,32
2552,Neuvillette,CC du Val de l'Oise,2,32
2553,Nizy-le-Comte,CC de la Champagne Picarde,2,32
2554,Nogentel,CA de la Région de Château-Thierry,2,32
2555,Nogent-l'Artaud,CC du Canton de Charly-sur-Marne,2,32
2556,Noircourt,CC des Portes de la Thiérache,2,32
2557,Noroy-sur-Ourcq,CC Retz-en-Valois,2,32
2558,Le Nouvion-en-Thiérache,CC de la Thiérache du Centre,2,32
