CODGEO,LIBGEO,LIBEPCI,DEP,REG
38432,Saint-Nicolas-de-Macherin,CA du Pays Voironnais,38,84
38433,Saint-Nizier-du-Moucherotte,CC du Massif du Vercors,38,84
38434,Saint-Ondras,CC Les Vals du Dauphiné,38,84
38436,Saint-Paul-de-Varces,Grenoble-Alpes-Métropole,38,84
38437,Saint-Paul-d'Izeaux,CC Bièvre Isère,38,84
38438,Saint-Paul-lès-Monestier,CC du Trièves,38,84
38439,Crêts en Belledonne,CC Le Grésivaudan,38,84
38440,Saint-Pierre-de-Bressieux,CC Bièvre Isère,38,84
38442,Saint-Pierre-de-Chartreuse,CC Cœur de Chartreuse,38,84
38443,Saint-Pierre-de-Chérennes,CC Saint-Marcellin Vercors Isère Communauté,38,84
38444,Saint-Pierre-de-Méaroz,CC de la Matheysine,38,84
38445,Saint-Pierre-de-Mésage,Grenoble-Alpes-Métropole,38,84
38446,Saint-Pierre-d'Entremont,CC Cœur de Chartreuse,38,84
38448,Saint-Prim,CC d'Entre Bièvre et Rhône,38,84
38449,Saint-Quentin-Fallavier,CA Porte de l'Isère (C.A.P.I),38,84
38450,Saint-Quentin-sur-Isère,CC Saint-Marcellin Vercors Isère Communauté,38,84
38451,Saint-Romain-de-Jalionas,CC Les Balcons du Dauphiné,38,84
38452,Saint-Romain-de-Surieu,CC d'Entre Bièvre et Rhône,38,84
38453,Saint-Romans,CC Saint-Marcellin Vercors Isère Communauté,38,84
38454,Saint-Sauveur,CC Saint-Marcellin Vercors Isère Communauté,38,84
38455,Saint-Savin,CA Porte de l'Isère (C.A.P.I),38,84
38456,Châtel-en-Trièves,CC du Trièves,38,84
38457,Saint-Siméon-de-Bressieux,CC Bièvre Isère,38,84
38458,Saint-Sorlin-de-Morestel,CC Les Balcons du Dauphiné,38,84
38459,Saint-Sorlin-de-Vienne,CA Vienne Condrieu,38,84
38460,Saint-Sulpice-des-Rivoires,CA du Pays Voironnais,38,84
38462,Saint-Théoffrey,CC de la Matheysine,38,84
38463,Saint-Vérand,CC Saint-Marcellin Vercors Isère Communauté,38,84
38464,Saint-Victor-de-Cessieu,CC Les Vals du Dauphiné,38,84
38465,Saint-Victor-de-Morestel,CC Les Balcons du Dauphiné,38,84
38466,Saint-Vincent-de-Mercuze,CC Le Grésivaudan,38,84
38467,Salagnon,CC Les Balcons du Dauphiné,38,84
38468,Salaise-sur-Sanne,CC d'Entre Bièvre et Rhône,38,84
38469,La Salette-Fallavaux,CC de la Matheysine,38,84
38470,La Salle-en-Beaumont,CC de la Matheysine,38,84
38471,Le Sappey-en-Chartreuse,Grenoble-Alpes-Métropole,38,84
38472,Sarcenas,Grenoble-Alpes-Métropole,38,84
38473,Sardieu,CC Bièvre Isère,38,84
38474,Sassenage,Grenoble-Alpes-Métropole,38,84
38475,Satolas-et-Bonce,CA Porte de l'Isère (C.A.P.I),38,84
38476,Savas-Mépin,CC Bièvre Isère,38,84
38478,Séchilienne,Grenoble-Alpes-Métropole,38,84
38479,Porte-des-Bonnevaux,CC Bièvre Isère,38,84
38480,Septème,CA Vienne Condrieu,38,84
38481,Sérézin-de-la-Tour,CA Porte de l'Isère (C.A.P.I),38,84
38483,Sermérieu,CC Les Balcons du Dauphiné,38,84
38484,Serpaize,CA Vienne Condrieu,38,84
38485,Seyssinet-Pariset,Grenoble-Alpes-Métropole,38,84
38486,Seyssins,Grenoble-Alpes-Métropole,38,84
38487,Seyssuel,CA Vienne Condrieu,38,84
38488,Siccieu-Saint-Julien-et-Carisieu,CC Les Balcons du Dauphiné,38,84
38489,Siévoz,CC de la Matheysine,38,84
38490,Sillans,CC Bièvre Isère,38,84
38492,Sinard,CC du Trièves,38,84
38494,Soleymieu,CC Les Balcons du Dauphiné,38,84
38495,La Sône,CC Saint-Marcellin Vercors Isère Communauté,38,84
38496,Sonnay,CC d'Entre Bièvre et Rhône,38,84
38497,Sousville,CC de la Matheysine,38,84
38498,Succieu,CA Porte de l'Isère (C.A.P.I),38,84
38499,Susville,CC de la Matheysine,38,84
38500,Têche,CC Saint-Marcellin Vercors Isère Communauté,38,84
38501,Tencin,CC Le Grésivaudan,38,84
38503,La Terrasse,CC Le Grésivaudan,38,84
38504,Theys,CC Le Grésivaudan,38,84
38505,Thodure,CC Bièvre Isère,38,84
38507,Tignieu-Jameyzieu,CC Les Balcons du Dauphiné,38,84
38508,Torchefelon,CC Les Vals du Dauphiné,38,84
38509,La Tour-du-Pin,CC Les Vals du Dauphiné,38,84
38511,Le Touvet,CC Le Grésivaudan,38,84
38512,Tramolé,CC Bièvre Isère,38,84
38513,Treffort,CC du Trièves,38,84
38514,Tréminis,CC du Trièves,38,84
38515,Trept,CC Les Balcons du Dauphiné,38,84
38516,La Tronche,Grenoble-Alpes-Métropole,38,84
38517,Tullins,CA du Pays Voironnais,38,84
38518,Valbonnais,CC de la Matheysine,38,84
38519,Valencin,CC des Collines du Nord Dauphiné,38,84
38520,Valencogne,CC Les Vals du Dauphiné,38,84
38521,La Valette,CC de la Matheysine,38,84
38522,Valjouffrey,CC de la Matheysine,38,84
38523,Varacieux,CC Saint-Marcellin Vercors Isère Communauté,38,84
38524,Varces-Allières-et-Risset,Grenoble-Alpes-Métropole,38,84
38525,Vasselin,CC Les Balcons du Dauphiné,38,84
38526,Vatilieu,CC Saint-Marcellin Vercors Isère Communauté,38,84
38527,Vaujany,CC de l'Oisans,38,84
38528,Vaulnaveys-le-Bas,Grenoble-Alpes-Métropole,38,84
38529,Vaulnaveys-le-Haut,Grenoble-Alpes-Métropole,38,84
38530,Vaulx-Milieu,CA Porte de l'Isère (C.A.P.I),38,84
38531,Velanne,CA du Pays Voironnais,38,84
38532,Vénérieu,CC Les Balcons du Dauphiné,38,84
38533,Venon,Grenoble-Alpes-Métropole,38,84
38535,Vernas,CC Les Balcons du Dauphiné,38,84
38536,Vernioz,CC d'Entre Bièvre et Rhône,38,84
38537,La Verpillière,CA Porte de l'Isère (C.A.P.I),38,84
38538,Le Versoud,CC Le Grésivaudan,38,84
38539,Vertrieu,CC Les Balcons du Dauphiné,38,84
38540,Veurey-Voroize,Grenoble-Alpes-Métropole,38,84
38542,Veyssilieu,CC Les Balcons du Dauphiné,38,84
38543,Vézeronce-Curtin,CC Les Balcons du Dauphiné,38,84
38544,Vienne,CA Vienne Condrieu,38,84
38545,Vif,Grenoble-Alpes-Métropole,38,84
38546,Vignieu,CC Les Balcons du Dauphiné,38,84
38547,Villard-Bonnot,CC Le Grésivaudan,38,84
38548,Villard-de-Lans,CC du Massif du Vercors,38,84
38549,Villard-Notre-Dame,CC de l'Oisans,38,84
38550,Villard-Reculas,CC de l'Oisans,38,84
38551,Villard-Reymond,CC de l'Oisans,38,84
38552,Villard-Saint-Christophe,CC de la Matheysine,38,84
38553,Villefontaine,CA Porte de l'Isère (C.A.P.I),38,84
38554,Villemoirieu,CC Les Balcons du Dauphiné,38,84
38555,Villeneuve-de-Marc,CC Bièvre Isère,38,84
38556,Ville-sous-Anjou,CC d'Entre Bièvre et Rhône,38,84
38557,Villette-d'Anthon,CC Lyon Saint Exupéry en Dauphiné,38,84
38558,Villette-de-Vienne,CA Vienne Condrieu,38,84
38559,Vinay,CC Saint-Marcellin Vercors Isère Communauté,38,84
38560,Val-de-Virieu,CC Les Vals du Dauphiné,38,84
38561,Viriville,CC Bièvre Isère,38,84
38562,Vizille,Grenoble-Alpes-Métropole,38,84
38563,Voiron,CA du Pays Voironnais,38,84
38564,Voissant,CA du Pays Voironnais,38,84
38565,Voreppe,CA du Pays Voironnais,38,84
38566,Vourey,CA du Pays Voironnais,38,84
38567,Chamrousse,CC Le Grésivaudan,38,84
39001,Abergement-la-Ronce,CA du Grand Dole,39,27
39002,Abergement-le-Grand,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39003,Abergement-le-Petit,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39004,Abergement-lès-Thésy,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39006,Aiglepierre,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39007,Alièze,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39008,Amange,CA du Grand Dole,39,27
39009,Andelot-en-Montagne,CC Champagnole Nozeroy Jura,39,27
39010,Andelot-Morval,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39011,Annoire,CC de la Plaine Jurassienne,39,27
39013,Arbois,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39014,Archelange,CA du Grand Dole,39,27
39015,Ardon,CC Champagnole Nozeroy Jura,39,27
39016,Arinthod,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39017,Arlay,CC Bresse Haute Seille,39,27
39018,Aromas,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39019,Les Arsures,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39020,Arsure-Arsurette,CC Champagnole Nozeroy Jura,39,27
39021,La Chailleuse,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39022,Asnans-Beauvoisin,CC de la Plaine Jurassienne,39,27
39024,Audelange,CA du Grand Dole,39,27
39025,Augea,CC Porte du Jura,39,27
39026,Augerans,CC du Val d'Amour,39,27
39027,Augisey,CC Porte du Jura,39,27
39028,Aumont,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39029,Aumur,CA du Grand Dole,39,27
39030,Authume,CA du Grand Dole,39,27
39031,Auxange,CA du Grand Dole,39,27
39032,Avignon-lès-Saint-Claude,CC Haut-Jura Saint-Claude,39,27
39034,Balaiseaux,CC de la Plaine Jurassienne,39,27
39035,Balanod,CC Porte du Jura,39,27
39037,Bans,CC du Val d'Amour,39,27
39038,Barésia-sur-l'Ain,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39039,La Barre,CC Jura Nord,39,27
39040,Barretaine,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39041,Baume-les-Messieurs,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39042,Baverans,CA du Grand Dole,39,27
39043,Beaufort-Orbagna,CC Porte du Jura,39,27
39045,Beffia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39046,Bellecombe,CC Haut-Jura Saint-Claude,39,27
39047,Bellefontaine,CC du Haut-Jura - ARCADE,39,27
39048,Belmont,CC du Val d'Amour,39,27
39049,Bersaillin,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39050,Besain,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39051,Biarne,CA du Grand Dole,39,27
39052,Bief-des-Maisons,CC Champagnole Nozeroy Jura,39,27
39053,Bief-du-Fourg,CC Champagnole Nozeroy Jura,39,27
39054,Biefmorin,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39055,Billecul,CC Champagnole Nozeroy Jura,39,27
39056,Bletterans,CC Bresse Haute Seille,39,27
39057,Blois-sur-Seille,CC Bresse Haute Seille,39,27
39058,Blye,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39059,Bois-d'Amont,CC de la Station des Rousses-Haut Jura,39,27
39060,Bois-de-Gand,CC Bresse Haute Seille,39,27
39061,Boissia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39062,La Boissière,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39063,Bonlieu,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39065,Bonnefontaine,CC Bresse Haute Seille,39,27
39066,Bornay,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39068,Les Bouchoux,CC Haut-Jura Saint-Claude,39,27
39070,Bourg-de-Sirod,CC Champagnole Nozeroy Jura,39,27
39072,Bracon,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39073,Brainans,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39074,Brans,CC Jura Nord,39,27
39076,La Bretenière,CC Jura Nord,39,27
39077,Bretenières,CC de la Plaine Jurassienne,39,27
39078,Brevans,CA du Grand Dole,39,27
39079,Briod,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39080,Broissia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39081,Buvilly,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39083,Censeau,CC Champagnole Nozeroy Jura,39,27
39084,Cernans,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39085,Cerniébaud,CC Champagnole Nozeroy Jura,39,27
39086,Cernon,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39088,Cesancey,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39090,Chaînée-des-Coupis,CC de la Plaine Jurassienne,39,27
39091,Les Chalesmes,CC Champagnole Nozeroy Jura,39,27
39092,Chambéria,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39093,Chamblay,CC du Val d'Amour,39,27
39094,Chamole,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39095,Champagne-sur-Loue,CC du Val d'Amour,39,27
39096,Champagney,CA du Grand Dole,39,27
39097,Champagnole,CC Champagnole Nozeroy Jura,39,27
39099,Champdivers,CA du Grand Dole,39,27
39100,Champrougier,CC Bresse Haute Seille,39,27
39101,Champvans,CA du Grand Dole,39,27
39102,Chancia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39103,La Chapelle-sur-Furieuse,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39104,Chapelle-Voland,CC Bresse Haute Seille,39,27
39105,Chapois,CC Champagnole Nozeroy Jura,39,27
39106,Charchilla,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39107,Charcier,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39108,Charency,CC Champagnole Nozeroy Jura,39,27
39109,Charézier,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39110,La Charme,CC Bresse Haute Seille,39,27
39111,Charnod,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39112,La Chassagne,CC Bresse Haute Seille,39,27
39114,Château-Chalon,CC Bresse Haute Seille,39,27
39116,La Châtelaine,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39117,Chatelay,CC du Val d'Amour,39,27
39118,Châtel-de-Joux,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39119,Le Chateley,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39120,Châtelneuf,CC Champagnole Nozeroy Jura,39,27
39121,Châtenois,CA du Grand Dole,39,27
39122,Châtillon,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39124,Chaumergy,CC Bresse Haute Seille,39,27
39126,La Chaumusse,CC La Grandvallière,39,27
39127,Chaussenans,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39128,Chaussin,CC de la Plaine Jurassienne,39,27
39129,Chaux-des-Crotenay,CC Champagnole Nozeroy Jura,39,27
39130,Nanchez,CC La Grandvallière,39,27
39131,La Chaux-du-Dombief,CC La Grandvallière,39,27
39132,La Chaux-en-Bresse,CC Bresse Haute Seille,39,27
39133,Chaux-Champagny,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39134,Chavéria,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39136,Chemenot,CC Bresse Haute Seille,39,27
39137,Saint-Hymetière-sur-Valouse,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39138,Chemin,CC de la Plaine Jurassienne,39,27
39139,Chêne-Bernard,CC de la Plaine Jurassienne,39,27
39140,Chêne-Sec,CC Bresse Haute Seille,39,27
39141,Chevigny,CA du Grand Dole,39,27
39142,Chevreaux,CC Porte du Jura,39,27
39143,Chevrotaine,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39145,Chille,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39146,Chilly-le-Vignoble,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39147,Chilly-sur-Salins,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39149,Chissey-sur-Loue,CC du Val d'Amour,39,27
39150,Choisey,CA du Grand Dole,39,27
39151,Choux,CC Haut-Jura Saint-Claude,39,27
39153,Cize,CC Champagnole Nozeroy Jura,39,27
39154,Clairvaux-les-Lacs,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39155,Clucy,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39156,Cogna,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39157,Coiserette,CC Haut-Jura Saint-Claude,39,27
39159,Colonne,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39160,Commenailles,CC Bresse Haute Seille,39,27
39162,Condamine,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39163,Condes,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39164,Conliège,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39165,Conte,CC Champagnole Nozeroy Jura,39,27
39166,Cornod,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39167,Cosges,CC Bresse Haute Seille,39,27
39168,Courbette,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39169,Courbouzon,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39170,Courlans,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39171,Courlaoux,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39172,Courtefontaine,CC Jura Nord,39,27
39173,Cousance,CC Porte du Jura,39,27
39174,Coyrière,CC Haut-Jura Saint-Claude,39,27
39175,Coyron,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39176,Cramans,CC du Val d'Amour,39,27
39177,Hauteroche,CC Bresse Haute Seille,39,27
39178,Crans,CC Champagnole Nozeroy Jura,39,27
39179,Crenans,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39180,Cressia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39182,Crissey,CA du Grand Dole,39,27
39183,Crotenay,CC Champagnole Nozeroy Jura,39,27
39184,Les Crozets,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39185,Cuisia,CC Porte du Jura,39,27
39187,Cuvier,CC Champagnole Nozeroy Jura,39,27
39188,Dammartin-Marpain,CC Jura Nord,39,27
39189,Damparis,CA du Grand Dole,39,27
39190,Dampierre,CC Jura Nord,39,27
39191,Darbonnay,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39192,Denezières,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39193,Le Deschaux,CA du Grand Dole,39,27
39194,Desnes,CC Bresse Haute Seille,39,27
39196,Les Deux-Fays,CC Bresse Haute Seille,39,27
39197,Digna,CC Porte du Jura,39,27
39198,Dole,CA du Grand Dole,39,27
39199,Domblans,CC Bresse Haute Seille,39,27
39200,Dompierre-sur-Mont,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39201,Doucier,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39202,Dournon,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39203,Doye,CC Champagnole Nozeroy Jura,39,27
39204,Dramelay,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39205,Éclans-Nenon,CA du Grand Dole,39,27
39206,Écleux,CC du Val d'Amour,39,27
39207,Écrille,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39208,Entre-deux-Monts,CC Champagnole Nozeroy Jura,39,27
39209,Val-d'Épy,CC Porte du Jura,39,27
39210,Équevillon,CC Champagnole Nozeroy Jura,39,27
39211,Les Essards-Taignevaux,CC de la Plaine Jurassienne,39,27
39214,Esserval-Tartre,CC Champagnole Nozeroy Jura,39,27
39216,Étival,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39217,L'Étoile,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39218,Étrepigney,CC Jura Nord,39,27
39219,Évans,CC Jura Nord,39,27
39220,Falletans,CA du Grand Dole,39,27
39221,La Favière,CC Champagnole Nozeroy Jura,39,27
39222,Fay-en-Montagne,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39223,La Ferté,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39225,Le Fied,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39227,Foncine-le-Bas,CC Champagnole Nozeroy Jura,39,27
39228,Foncine-le-Haut,CC Champagnole Nozeroy Jura,39,27
39229,Fontainebrux,CC Bresse Haute Seille,39,27
39230,Fontenu,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39232,Fort-du-Plasne,CC La Grandvallière,39,27
39233,Foucherans,CA du Grand Dole,39,27
39234,Foulenay,CC Bresse Haute Seille,39,27
39235,Fraisans,CC Jura Nord,39,27
39236,Francheville,CC Bresse Haute Seille,39,27
39237,Fraroz,CC Champagnole Nozeroy Jura,39,27
39238,Frasne-les-Meulières,CA du Grand Dole,39,27
39239,La Frasnée,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39240,Le Frasnois,CC Champagnole Nozeroy Jura,39,27
39241,Frébuans,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39244,Frontenay,CC Bresse Haute Seille,39,27
39245,Gatey,CC de la Plaine Jurassienne,39,27
39246,Gendrey,CC Jura Nord,39,27
39247,Genod,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39248,Geraise,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39249,Germigney,CC du Val d'Amour,39,27
39250,Geruge,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39251,Gevingey,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39252,Gevry,CA du Grand Dole,39,27
39253,Gigny,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39254,Gillois,CC Champagnole Nozeroy Jura,39,27
39255,Gizia,CC Porte du Jura,39,27
39258,Grande-Rivière Château,CC La Grandvallière,39,27
39259,Grange-de-Vaivre,CC du Val d'Amour,39,27
39261,Graye-et-Charnay,CC Porte du Jura,39,27
39262,Gredisans,CA du Grand Dole,39,27
39263,Grozon,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39265,Hautecour,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39266,Les Hays,CC de la Plaine Jurassienne,39,27
39267,Ivory,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39268,Ivrey,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39269,Jeurre,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39270,Jouhe,CA du Grand Dole,39,27
39271,Lac-des-Rouges-Truites,CC La Grandvallière,39,27
39272,Ladoye-sur-Seille,CC Bresse Haute Seille,39,27
39273,Montlainsia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39274,Lajoux,CC Haut-Jura Saint-Claude,39,27
39275,Lamoura,CC de la Station des Rousses-Haut Jura,39,27
39277,Le Larderet,CC Champagnole Nozeroy Jura,39,27
39278,Largillay-Marsonnay,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39279,Larnaud,CC Bresse Haute Seille,39,27
39280,Larrivoire,CC Haut-Jura Saint-Claude,39,27
39281,Le Latet,CC Champagnole Nozeroy Jura,39,27
39282,La Latette,CC Champagnole Nozeroy Jura,39,27
39283,Lavancia-Epercy,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39284,Lavangeot,CA du Grand Dole,39,27
39285,Lavans-lès-Dole,CA du Grand Dole,39,27
39286,Lavans-lès-Saint-Claude,CC Haut-Jura Saint-Claude,39,27
39288,Lavigny,CC Bresse Haute Seille,39,27
39289,Lect,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39290,Valzin en Petite Montagne,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39291,Lemuy,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39292,Lent,CC Champagnole Nozeroy Jura,39,27
39293,Leschères,CC Haut-Jura Saint-Claude,39,27
39295,Loisia,CC Porte du Jura,39,27
39296,Lombard,CC Bresse Haute Seille,39,27
39297,Longchaumois,CC du Haut-Jura - ARCADE,39,27
39298,Longcochon,CC Champagnole Nozeroy Jura,39,27
39299,Longwy-sur-le-Doubs,CC de la Plaine Jurassienne,39,27
39300,Lons-le-Saunier,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39301,Loulle,CC Champagnole Nozeroy Jura,39,27
39302,Louvatange,CC Jura Nord,39,27
39304,Le Louverot,CC Bresse Haute Seille,39,27
39305,La Loye,CC du Val d'Amour,39,27
39306,Macornay,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39307,Maisod,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39308,Malange,CA du Grand Dole,39,27
39310,Mantry,CC Bresse Haute Seille,39,27
39312,Marigna-sur-Valouse,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39313,Marigny,CC Champagnole Nozeroy Jura,39,27
39314,Marnézia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39315,Marnoz,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39317,La Marre,CC Bresse Haute Seille,39,27
39318,Martigna,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39319,Mathenay,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39320,Maynal,CC Porte du Jura,39,27
39321,Menétru-le-Vignoble,CC Bresse Haute Seille,39,27
39322,Menétrux-en-Joux,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39323,Menotey,CA du Grand Dole,39,27
39324,Mérona,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39325,Mesnay,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39326,Mesnois,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39327,Messia-sur-Sorne,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39328,Meussia,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39329,Mièges,CC Champagnole Nozeroy Jura,39,27
39330,Miéry,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39331,Mignovillard,CC Champagnole Nozeroy Jura,39,27
39333,Moirans-en-Montagne,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39334,Moiron,CA ECLA  (Espace Communautaire Lons Agglomération),39,27
39335,Moissey,CA du Grand Dole,39,27
39336,Molain,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39337,Molamboz,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39338,Molay,CC de la Plaine Jurassienne,39,27
39339,Chassal-Molinges,CC Haut-Jura Saint-Claude,39,27
39342,Monay,CC Arbois, Poligny, Salins, Cœur du Jura,39,27
39343,Monnetay,CC Jura Sud, Pays des Lacs, Petite Montagne et Région d'Orgelet,39,27
39344,Monnet-la-Ville,CC Champagnole Nozeroy Jura,39,27
39345,Monnières,CA du Grand Dole,39,27
39346,Montagna-le-Reconduit,CC Porte du Jura,39,27
